gid,cnn_intrsctn_pkey,latitude,longitude,intrsctn_grp,intrsctn_type,x_street_comb
"69","20136000",37.72973755310,-122.38343118400,"0",INTERSECTIONS,INGALLS ST/PALOU AVE
"70","20137000",37.73265190330,-122.38427945200,"0",INTERSECTIONS,GARLINGTON CT/LA SALLE AVE
"71","20138000",37.73235215320,-122.38449506700,"0",INTERSECTIONS,COMMER CT/GARLINGTON CT
"72","20140000",37.73079081460,-122.38528699500,"0",INTERSECTIONS,PALOU AVE/JENNINGS ST
"73","20142000",37.72535410430,-122.38736826200,"0",INTERSECTIONS,INGALLS ST/WALLACE AVE
"74","20144000",37.72598566670,-122.38680010700,"0",INTERSECTIONS,INGALLS ST/VAN DYKE AVE
"75","20145000",37.72660616460,-122.38624189300,"0",INTERSECTIONS,INGALLS ST/UNDERWOOD AVE
"76","20146000",37.72723322810,-122.38568220300,"0",INTERSECTIONS,INGALLS ST/THOMAS AVE
"77","20148000",37.72472911040,-122.38793049500,"0",INTERSECTIONS,YOSEMITE AVE/INGALLS ST
"78","20149000",37.72766640160,-122.38810994500,"0",INTERSECTIONS,UNDERWOOD AVE/JENNINGS ST
"79","20150000",37.72829372680,-122.38755070800,"0",INTERSECTIONS,JENNINGS ST/THOMAS AVE
"80","20151000",37.72704414700,-122.38867281200,"0",INTERSECTIONS,JENNINGS ST/VAN DYKE AVE
"81","20152000",37.72641515000,-122.38923775400,"0",INTERSECTIONS,JENNINGS ST/WALLACE AVE
"82","20153000",37.73016676380,-122.38585274000,"0",INTERSECTIONS,JENNINGS ST/QUESADA AVE
"83","20154000",37.72954271140,-122.38641847500,"0",INTERSECTIONS,REVERE AVE/JENNINGS ST
"84","20155000",37.72891865580,-122.38698420200,"0",INTERSECTIONS,JENNINGS ST/SHAFTER AVE
"85","20156000",37.73246639050,-122.38661870400,"0",INTERSECTIONS,KEITH ST/OAKDALE AVE
"86","20157000",37.73185747040,-122.38716651200,"0",INTERSECTIONS,KEITH ST/PALOU AVE
"87","20158000",37.72998041570,-122.38885511700,"0",INTERSECTIONS,KEITH ST/SHAFTER AVE
"88","20159000",37.73060610350,-122.38829225800,"0",INTERSECTIONS,KEITH ST/REVERE AVE
"89","20160000",37.72935388560,-122.38941872100,"0",INTERSECTIONS,KEITH ST/THOMAS AVE
"90","20161000",37.73123178890,-122.38772939000,"0",INTERSECTIONS,KEITH ST/QUESADA AVE
"91","20162000",37.73306987700,-122.37764862400,"0",INTERSECTIONS,INNES AVE/HAWES ST
"92","20163000",37.73199660010,-122.37575821600,"0",INTERSECTIONS,INNES AVE
"93","20164000",37.73361634470,-122.37697385500,"0",INTERSECTIONS,HUNTERS POINT BLVD/HAWES ST
"94","20168000",37.73447938420,-122.37942086400,"0",INTERSECTIONS,HARE ST/MIDDLE POINT RD
"95","20170000",37.73524467410,-122.37941456800,"0",INTERSECTIONS,MIDDLE POINT RD/WEST POINT RD
"96","20172000",37.73627245550,-122.37941451400,"0",INTERSECTIONS,WILLS ST/MIDDLE POINT RD
"97","20175000",37.73408161700,-122.37943074400,"0",INTERSECTIONS,MIDDLE POINT RD/INNES AVE/INGALLS ST
"98","20177000",37.73768029410,-122.37910964800,"0",INTERSECTIONS,EVANS AVE/JENNINGS ST/MIDDLE POINT RD
"99","20178000",37.73922050950,-122.37772237000,"0",INTERSECTIONS,JENNINGS ST/NEWHALL ST
"100","20180000",37.73675961330,-122.37940991100,"0",INTERSECTIONS,WEST POINT RD/MIDDLE POINT RD
"101","20181000",37.73876357620,-122.38094255300,"0",INTERSECTIONS,EVANS AVE/KEITH ST
"102","20182000",37.73812291600,-122.38155774100,"0",INTERSECTIONS,FAIRFAX AVE/KEITH ST
"103","20185000",37.73460320480,-122.38296200200,"0",INTERSECTIONS,ARDATH CT/HUDSON AVE
"104","20188000",37.73363179400,-122.38227934900,"0",INTERSECTIONS,HUDSON AVE/WHITNEY YOUNG CIR
"105","20189000",37.73497690330,-122.38313398400,"0",INTERSECTIONS,HUDSON AVE/WESTBROOK CT
"106","20191000",37.73580325340,-122.38342544500,"0",INTERSECTIONS,CASHMERE ST/HUDSON AVE
"107","20193000",37.73660452800,-122.38363786100,"0",INTERSECTIONS,HUDSON AVE/REUEL CT
"108","20196000",37.73307082120,-122.38500153900,"0",INTERSECTIONS,LA SALLE AVE/NEWCOMB AVE
"109","20197000",37.73310347850,-122.38604554100,"0",INTERSECTIONS,NEWCOMB AVE/KEITH ST
"110","20198000",37.73566160810,-122.38717561600,"0",INTERSECTIONS,CASHMERE ST/LA SALLE AVE
"111","20200000",37.73660112860,-122.38571301000,"0",INTERSECTIONS,CASHMERE ST/DEDMAN CT/WHITNEY YOUNG CIR
"112","20201000",37.73751421640,-122.38404650900,"0",INTERSECTIONS,HUDSON AVE/KEITH ST
"113","20203000",37.74089751650,-122.38470554000,"0",INTERSECTIONS,EVANS AVE/MENDELL ST
"114","20204000",37.74024001590,-122.38528165600,"0",INTERSECTIONS,FAIRFAX AVE/MENDELL ST
"115","20205000",37.73482338220,-122.38738174300,"0",INTERSECTIONS,LANE ST/MCKINNON AVE
"116","20207000",37.73671972340,-122.38656998100,"0",INTERSECTIONS,CASHMERE ST/DUKES CT
"117","20208000",37.73417046400,-122.38790963400,"0",INTERSECTIONS,LANE ST/NEWCOMB AVE
"118","20209000",37.73353395990,-122.38848199500,"0",INTERSECTIONS,OAKDALE AVE/LANE ST
"119","20210000",37.73291889540,-122.38903506800,"0",INTERSECTIONS,LANE ST/PALOU AVE
"120","20211000",37.73648282130,-122.38865297100,"0",INTERSECTIONS,LA SALLE AVE/MENDELL ST
"121","20212000",37.73585632430,-122.38921984700,"0",INTERSECTIONS,MCKINNON AVE/MENDELL ST
"122","20213000",37.73639019480,-122.39014505100,"0",INTERSECTIONS,03RD ST/MCKINNON AVE
"123","20215000",37.73898305070,-122.38639890600,"0",INTERSECTIONS,MENDELL ST/HUDSON AVE
"124","20216000",37.73835882320,-122.38696169200,"0",INTERSECTIONS,MENDELL ST/INNES AVE
"125","20218000",37.73773065830,-122.38752801500,"0",INTERSECTIONS,JERROLD AVE/MENDELL ST
"126","20219000",37.73874192970,-122.38931005600,"0",INTERSECTIONS,03RD ST/JERROLD AVE/NEWHALL ST
"127","20220000",37.73960901690,-122.38583453900,"0",INTERSECTIONS,MENDELL ST/GALVEZ AVE
"128","20222000",37.73710637700,-122.38809082600,"0",INTERSECTIONS,KIRKWOOD AVE/MENDELL ST
"129","20223000",37.73795539570,-122.38958738100,"0",INTERSECTIONS,03RD ST/KIRKWOOD AVE
"130","20224000",37.73716953190,-122.38986446200,"0",INTERSECTIONS,03RD ST/LA SALLE AVE
"131","20225000",37.74067170110,-122.38770753200,"0",INTERSECTIONS,GALVEZ AVE/NEWHALL ST
"132","20226000",37.74004455330,-122.38827307700,"0",INTERSECTIONS,NEWHALL ST/HUDSON AVE
"133","20227000",37.74031726350,-122.38875458900,"0",INTERSECTIONS,HUDSON AVE/03RD ST
"134","20228000",37.73942193950,-122.38883452200,"13",INTERSECTIONS,INNES AVE/NEWHALL ST
"135","20229000",37.73953344790,-122.38903096700,"13",INTERSECTIONS,03RD ST/INNES AVE
"136","20230000",37.73911266130,-122.38911341000,"13",INTERSECTIONS,03RD ST/NEWHALL ST
"137","20231000",37.74110763190,-122.38847589400,"0",INTERSECTIONS,03RD ST/GALVEZ AVE
"138","20232000",37.74237875190,-122.38385037500,"0",INTERSECTIONS,NEWHALL ST/MENDELL ST
"139","20234000",37.74507044020,-122.38712852200,"0",INTERSECTIONS,03RD ST/BURKE AVE
"140","20236000",37.74195024130,-122.38655454200,"0",INTERSECTIONS,EVANS AVE/NEWHALL ST
"141","20237000",37.74129736680,-122.38714331200,"0",INTERSECTIONS,FAIRFAX AVE/NEWHALL ST
"142","20238000",37.74188906310,-122.38820034400,"0",INTERSECTIONS,03RD ST/FAIRFAX AVE
"143","20239000",37.74270315490,-122.38792635200,"0",INTERSECTIONS,03RD ST/EVANS AVE
"144","20240000",37.74425940700,-122.38737260800,"0",INTERSECTIONS,03RD ST/CUSTER AVE
"145","20241000",37.74298061760,-122.38845503000,"0",INTERSECTIONS,EVANS AVE/PHELPS ST
"146","20242000",37.74235738420,-122.38901641900,"0",INTERSECTIONS,PHELPS ST/FAIRFAX AVE
"147","20243000",37.74172956580,-122.38958103300,"0",INTERSECTIONS,GALVEZ AVE/PHELPS ST
"148","20244000",37.74352792770,-122.38762945400,"0",INTERSECTIONS,03RD ST/DAVIDSON AVE
"149","20245000",37.74406207960,-122.38750874600,"0",INTERSECTIONS,03RD ST/PHELPS ST
"150","20246000",37.74361017630,-122.38790040700,"0",INTERSECTIONS,DAVIDSON AVE/PHELPS ST
"151","20247000",37.74615712740,-122.38717421800,"0",INTERSECTIONS,CARGO WAY/ARTHUR AVE/03RD ST
"152","20250000",37.74900475870,-122.38745631100,"0",INTERSECTIONS,MARIN ST/03RD ST
"153","20252000",37.74529840940,-122.38919329900,"0",INTERSECTIONS,CUSTER AVE/QUINT ST
"154","20257000",37.70909465760,-122.39268916200,"0",INTERSECTIONS,ALANA WAY/HARNEY WAY/THOMAS MELLON CIR
"155","20258000",37.70890382600,-122.39440306600,"0",INTERSECTIONS,ALANA WAY/EXECUTIVE PARK BLVD
"156","20259000",37.71116107730,-122.38645191100,"0",INTERSECTIONS,JAMESTOWN AVE/HARNEY WAY
"157","20262000",37.71127214140,-122.39260902700,"0",INTERSECTIONS,EXECUTIVE PARK BLVD/SANDPIPER COVE WAY/THOMAS MELLON DR
"158","20263000",37.71102502530,-122.39482362500,"0",INTERSECTIONS,BLANKEN AVE/EXECUTIVE PARK BLVD
"159","20264000",37.71893208930,-122.39599491000,"0",INTERSECTIONS,JENNINGS ST/KEY AVE
"160","20267000",37.71004508210,-122.39683930300,"0",INTERSECTIONS,GILLETTE AVE/LATHROP AVE
"161","20268000",37.71099414920,-122.39648139000,"0",INTERSECTIONS,BLANKEN AVE/GILLETTE AVE
"162","20269000",37.71038802530,-122.39670997300,"0",INTERSECTIONS,GILLETTE AVE/NIBBI CT
"163","20271000",37.71119939540,-122.39734371900,"0",INTERSECTIONS,NUEVA AVE/BLANKEN AVE
"164","20272000",37.71025032600,-122.39770162100,"0",INTERSECTIONS,LATHROP AVE/NUEVA AVE
"165","20273000",37.71045518410,-122.39856234900,"0",INTERSECTIONS,LATHROP AVE/TOCOLOMA AVE
"166","20274000",37.71140425520,-122.39820445600,"0",INTERSECTIONS,BLANKEN AVE/TOCOLOMA AVE
"167","20281000",37.71065985830,-122.39942233300,"0",INTERSECTIONS,LATHROP AVE/PENINSULA AVE
"168","20282000",37.71160893170,-122.39906445100,"0",INTERSECTIONS,PENINSULA AVE/BLANKEN AVE
"169","20284000",37.71086498750,-122.40028426500,"0",INTERSECTIONS,WHEELER AVE/LATHROP AVE
"170","20285000",37.71181443780,-122.39992796000,"0",INTERSECTIONS,BLANKEN AVE/WHEELER AVE
"171","20288000",37.71105017500,-122.40106242700,"0",INTERSECTIONS,LATHROP AVE/TUNNEL AVE
"172","20289000",37.71201631400,-122.40078919300,"0",INTERSECTIONS,BLANKEN AVE/TUNNEL AVE
"173","20291000",37.71358404050,-122.40001669000,"0",INTERSECTIONS,BAY SHORE BLVD/HESTER AVE
"174","20295000",37.71539031790,-122.39954775400,"0",INTERSECTIONS,SAN BRUNO AVE/CAMPBELL AVE
"175","20296000",37.71305797110,-122.40065802900,"0",INTERSECTIONS,BAY SHORE BLVD/TUNNEL AVE
"176","20298000",37.71217948610,-122.40245947900,"0",INTERSECTIONS,ARLETA AVE/BAY SHORE BLVD/SAN BRUNO AVE
"177","20299000",37.71225086250,-122.40191474800,"0",INTERSECTIONS,BLANKEN AVE/BAY SHORE BLVD
"178","20300000",37.71473093870,-122.40044937100,"0",INTERSECTIONS,SAN BRUNO AVE
"179","20301000",37.71433712030,-122.40021154100,"0",INTERSECTIONS,RACINE LN/WABASH TER
"180","20302000",37.71511450710,-122.40060472500,"0",INTERSECTIONS,BRUSSELS ST/CAMPBELL AVE
"181","20303000",37.71631730890,-122.40110452400,"0",INTERSECTIONS,BRUSSELS ST/WILDE AVE
"182","20304000",37.71606052540,-122.40209082800,"0",INTERSECTIONS,GOETTINGEN ST/WILDE AVE/ALPHA ST
"183","20305000",37.71485596560,-122.40159547400,"0",INTERSECTIONS,GOETTINGEN ST/CAMPBELL AVE
"184","20306000",37.70885360630,-122.40510945400,"0",INTERSECTIONS,BAY SHORE BLVD/SUNNYDALE AVE
"185","20308000",37.71040921670,-122.40422603700,"0",INTERSECTIONS,BAY SHORE BLVD/VISITACION AVE
"186","20310000",37.71257783500,-122.40523529400,"0",INTERSECTIONS,ALPHA ST/RAYMOND AVE
"187","20313000",37.71118857270,-122.40365010700,"0",INTERSECTIONS,BAY SHORE BLVD/LELAND AVE
"188","20314000",37.71193347240,-122.40563213100,"0",INTERSECTIONS,ALPHA ST/LELAND AVE
"189","20315000",37.71161058190,-122.40480341600,"0",INTERSECTIONS,DESMOND ST/LELAND AVE
"190","20316000",37.71068282710,-122.40520903900,"0",INTERSECTIONS,DESMOND ST/VISITACION AVE
"191","20319000",37.71321573370,-122.40484243100,"0",INTERSECTIONS,ARLETA AVE/ALPHA ST
"192","20320000",37.71271222610,-122.40211278700,"0",INTERSECTIONS,RACINE LN/SAN BRUNO AVE
"193","20321000",37.71299484250,-122.40209790800,"0",INTERSECTIONS,SAN BRUNO AVE/TEDDY AVE/WABASH TER
"194","20322000",37.71383937440,-122.40445834200,"0",INTERSECTIONS,ALPHA ST/TEDDY AVE
"195","20323000",37.71350820330,-122.40209579500,"0",INTERSECTIONS,SAN BRUNO AVE/SOMERSET ST
"196","20324000",37.71464974380,-122.40256214800,"0",INTERSECTIONS,CAMPBELL AVE
"197","20325000",37.71435723470,-122.40350661600,"0",INTERSECTIONS,HOLYOKE ST/CAMPBELL AVE
"198","20328000",37.71555755800,-122.40256139200,"0",INTERSECTIONS,ALPHA ST/TIOGA AVE
"199","20329000",37.71439552060,-122.40382283800,"0",INTERSECTIONS,CAMPBELL AVE
"200","20330000",37.71496542100,-122.40320315200,"0",INTERSECTIONS,ALPHA ST/TUCKER AVE
"201","20332000",37.71592951430,-122.40589505600,"0",INTERSECTIONS,TUCKER AVE/RUTLAND ST
"202","20333000",37.71524434500,-122.40618936700,"0",INTERSECTIONS,CAMPBELL AVE/RUTLAND ST
"203","20334000",37.71659202020,-122.40560927500,"0",INTERSECTIONS,RUTLAND ST/TIOGA AVE
"204","20338000",37.70916753290,-122.40622805200,"0",INTERSECTIONS,DESMOND ST/SUNNYDALE AVE
"205","20340000",37.70909807380,-122.40598055100,"0",INTERSECTIONS,DESMOND ST/SUNNYDALE AVE
"206","20341000",37.70959004180,-122.40773363000,"0",INTERSECTIONS,SUNNYDALE AVE/PEABODY ST
"207","20342000",37.70934659350,-122.40686611300,"0",INTERSECTIONS,TALBERT ST/SUNNYDALE AVE
"208","20344000",37.71119011350,-122.40701331500,"0",INTERSECTIONS,PEABODY ST/VISITACION AVE
"209","20345000",37.71095726650,-122.40618512800,"0",INTERSECTIONS,TALBERT ST/VISITACION AVE
"210","20347000",37.71228274940,-122.40652859700,"0",INTERSECTIONS,LELAND AVE/PEABODY ST
"211","20348000",37.71170156150,-122.40882736300,"0",INTERSECTIONS,CORA ST/VISITACION AVE
"212","20349000",37.71144776170,-122.40792714700,"0",INTERSECTIONS,VISITACION AVE/RUTLAND ST
"213","20352000",37.70984411020,-122.40863902700,"0",INTERSECTIONS,RUTLAND ST/SUNNYDALE AVE
"214","20353000",37.71010920810,-122.40958375600,"0",INTERSECTIONS,CORA ST/SUNNYDALE AVE/TOMASO CT
"215","20355000",37.71281360900,-122.40833406000,"0",INTERSECTIONS,LELAND AVE/CORA ST
"216","20356000",37.71254738940,-122.40734778200,"0",INTERSECTIONS,RUTLAND ST/LELAND AVE
"217","20357000",37.71322568340,-122.40705644400,"0",INTERSECTIONS,RAYMOND AVE/RUTLAND ST
"218","20358000",37.71390066660,-122.40676652400,"0",INTERSECTIONS,ARLETA AVE/RUTLAND ST
"219","20359000",37.71379842680,-122.40919390300,"0",INTERSECTIONS,DELTA ST/RAYMOND AVE
"220","20360000",37.71515567990,-122.40860338400,"0",INTERSECTIONS,DELTA ST/TEDDY AVE
"221","20361000",37.71457488840,-122.40647692500,"0",INTERSECTIONS,TEDDY AVE/RUTLAND ST
"222","20362000",37.71195230610,-122.40972836100,"0",INTERSECTIONS,DELTA ST/VISITACION AVE
"223","20363000",37.71312557170,-122.40948890300,"0",INTERSECTIONS,DELTA ST/LELAND AVE
"224","20364000",37.71447895560,-122.40889553500,"0",INTERSECTIONS,ARLETA AVE/DELTA ST
"225","20365000",37.71583540530,-122.40831048100,"0",INTERSECTIONS,CAMPBELL AVE/DELTA ST
"226","20366000",37.71034975570,-122.41044102600,"0",INTERSECTIONS,DELTA ST/MELRA CT/SUNNYDALE AVE
"227","20368000",37.70964232760,-122.41351429900,"0",INTERSECTIONS,GARRISON AVE
"228","20369000",37.70921035210,-122.41196819700,"0",INTERSECTIONS,GARRISON AVE/SCHWERIN ST
"229","20370000",37.71086606200,-122.41228115000,"0",INTERSECTIONS,SUNNYDALE AVE/REY ST
"230","20371000",37.71060452230,-122.41134900300,"0",INTERSECTIONS,SCHWERIN ST/SUNNYDALE AVE
"231","20372000",37.71220622220,-122.41064079500,"0",INTERSECTIONS,SCHWERIN ST/VISITACION AVE
"232","20373000",37.70848387870,-122.41414540900,"0",INTERSECTIONS,KELLOCH AVE/VELASCO AVE
"233","20375000",37.70861467840,-122.41223274600,"0",INTERSECTIONS,KELLOCH AVE/SCHWERIN ST
"234","20376000",37.71042610000,-122.41316181200,"0",INTERSECTIONS,ARGONAUT AVE/GARRISON AVE
"235","20377000",37.71103616850,-122.41288743900,"0",INTERSECTIONS,GARRISON AVE/SUNNYDALE AVE
"236","20378000",37.71246527470,-122.41157171500,"0",INTERSECTIONS,REY ST/VISITACION AVE
"237","20379000",37.71063119720,-122.41390251800,"0",INTERSECTIONS,ARGONAUT AVE/MCCARTHY AVE
"238","20380000",37.71330425540,-122.41015039300,"0",INTERSECTIONS,SCHWERIN ST/LELAND AVE
"239","20381000",37.71272485430,-122.41250456000,"0",INTERSECTIONS,BRITTON ST/VISITACION AVE
"240","20382000",37.71355653310,-122.41108435400,"0",INTERSECTIONS,LELAND AVE/REY ST
"241","20383000",37.71369702190,-122.41160447300,"0",INTERSECTIONS,ELLIOT ST/LELAND AVE
"242","20384000",37.71380932230,-122.41202024300,"0",INTERSECTIONS,BRITTON ST/LELAND AVE
"243","20385000",37.71436695890,-122.41131582400,"0",INTERSECTIONS,RAYMOND AVE/ELLIOT ST
"244","20386000",37.71505726490,-122.41102479400,"0",INTERSECTIONS,ELLIOT ST/ARLETA AVE
"245","20387000",37.71573853260,-122.41073757000,"0",INTERSECTIONS,ELLIOT ST/TEDDY AVE
"246","20390000",37.71298621960,-122.41343885600,"0",INTERSECTIONS,LOEHR ST/VISITACION AVE
"247","20392000",37.71406318440,-122.41296013700,"0",INTERSECTIONS,LELAND AVE/LOEHR ST
"248","20393000",37.71456599200,-122.41482182500,"0",INTERSECTIONS,HAHN ST/LELAND AVE
"249","20394000",37.71431505520,-122.41389269300,"0",INTERSECTIONS,SAWYER ST/LELAND AVE
"250","20395000",37.71498664810,-122.41360092600,"0",INTERSECTIONS,RAYMOND AVE/SAWYER ST
"251","20400000",37.70866175420,-122.41477786300,"0",INTERSECTIONS,ARGONAUT AVE/VELASCO AVE
"252","20401000",37.70946589720,-122.41525752300,"0",INTERSECTIONS,ARGONAUT AVE
"253","20402000",37.70899533840,-122.41596400000,"0",INTERSECTIONS,SAWYER ST/VELASCO AVE/CALGARY ST
"254","20403000",37.70873803270,-122.41504908600,"0",INTERSECTIONS,RIO VERDE ST/VELASCO AVE
"255","20404000",37.70969486790,-122.41595591600,"0",INTERSECTIONS,SAWYER ST/SUNRISE WAY
"256","20405000",37.71005512820,-122.41499254400,"0",INTERSECTIONS,ARGONAUT AVE/BURR AVE
"257","20406000",37.70995038150,-122.41688355000,"0",INTERSECTIONS,SUNRISE WAY/HAHN ST
"258","20407000",37.71165503420,-122.41508054600,"0",INTERSECTIONS,SAWYER ST/SUNNYDALE AVE
"259","20408000",37.70984872320,-122.41425441300,"0",INTERSECTIONS,BURR AVE/MCCARTHY AVE
"260","20409000",37.71191455620,-122.41600028000,"0",INTERSECTIONS,HAHN ST/SUNNYDALE AVE
